Year,Geo_Level,State,State_ANSI,Ag_District,Ag_District_Code,County,County_ANSI,Value
2017,COUNTY,MAINE,23,CENTRAL,20,SOMERSET,25,517
2017,COUNTY,MAINE,23,CENTRAL,20,WALDO,27,72
2017,COUNTY,MAINE,23,CENTRAL,20,WASHINGTON,29,476
2017,COUNTY,MAINE,23,NORTH,10,AROOSTOOK,3,83
2017,COUNTY,MAINE,23,SOUTH,30,ANDROSCOGGIN,1,174
2017,COUNTY,MAINE,23,SOUTH,30,CUMBERLAND,5,"1,079"
2017,COUNTY,MAINE,23,SOUTH,30,FRANKLIN,7,65
2017,COUNTY,MAINE,23,SOUTH,30,KENNEBEC,11,426
2017,COUNTY,MAINE,23,SOUTH,30,KNOX,13,36
2017,COUNTY,MAINE,23,SOUTH,30,LINCOLN,15,201
2017,COUNTY,MAINE,23,SOUTH,30,OXFORD,17,542
2017,COUNTY,MAINE,23,SOUTH,30,SAGADAHOC,23,139
2017,COUNTY,MAINE,23,SOUTH,30,YORK,31,253
2017,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,DORCHESTER,19,224
2017,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,SOMERSET,39,47
2017,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WICOMICO,45,473
2017,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WORCESTER,47,37
2017,COUNTY,MARYLAND,24,NORTH CENTRAL,20,BALTIMORE,5,"1,359"
2017,COUNTY,MARYLAND,24,NORTH CENTRAL,20,CARROLL,13,233
2017,COUNTY,MARYLAND,24,NORTH CENTRAL,20,FREDERICK,21,"2,680"
2017,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HARFORD,25,450
2017,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HOWARD,27,416
2017,COUNTY,MARYLAND,24,NORTH CENTRAL,20,MONTGOMERY,31,521
2017,COUNTY,MARYLAND,24,NORTH CENTRAL,20,WASHINGTON,43,"1,695"
2017,COUNTY,MARYLAND,24,SOUTHERN,80,ANNE ARUNDEL,3,81
2017,COUNTY,MARYLAND,24,SOUTHERN,80,CALVERT,9,151
2017,COUNTY,MARYLAND,24,SOUTHERN,80,CHARLES,17,101
2017,COUNTY,MARYLAND,24,SOUTHERN,80,PRINCE GEORGES,33,525
2017,COUNTY,MARYLAND,24,SOUTHERN,80,ST MARYS,37,79
2017,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,CAROLINE,11,94
2017,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,CECIL,15,179
2017,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,KENT,29,24
2017,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,QUEEN ANNES,35,44
2017,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,TALBOT,41,137
2017,COUNTY,MARYLAND,24,WESTERN,10,ALLEGANY,1,84
2017,COUNTY,MARYLAND,24,WESTERN,10,GARRETT,23,148
2017,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,270
2017,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,187
2017,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,176
2017,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7, (D)
2017,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,300
2017,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,618
2017,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,925
2017,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,445
2017,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,"1,203"
2017,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NANTUCKET,19, (D)
2017,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,273
2017,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,616
2017,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,SUFFOLK,25, (D)
2017,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,819
2017,COUNTY,MICHIGAN,26,CENTRAL,50,CLARE,35,55
2017,COUNTY,MICHIGAN,26,CENTRAL,50,GLADWIN,51,70
2017,COUNTY,MICHIGAN,26,CENTRAL,50,GRATIOT,57,271
2017,COUNTY,MICHIGAN,26,CENTRAL,50,ISABELLA,73,140
2017,COUNTY,MICHIGAN,26,CENTRAL,50,MECOSTA,107, (D)
2017,COUNTY,MICHIGAN,26,CENTRAL,50,MIDLAND,111,314
2017,COUNTY,MICHIGAN,26,CENTRAL,50,MONTCALM,117,567
2017,COUNTY,MICHIGAN,26,CENTRAL,50,OSCEOLA,133,42
2017,COUNTY,MICHIGAN,26,EAST CENTRAL,60,ARENAC,11,115
2017,COUNTY,MICHIGAN,26,EAST CENTRAL,60,BAY,17,189
2017,COUNTY,MICHIGAN,26,EAST CENTRAL,60,HURON,63, (D)
2017,COUNTY,MICHIGAN,26,EAST CENTRAL,60,SAGINAW,145,"1,137"
2017,COUNTY,MICHIGAN,26,EAST CENTRAL,60,SANILAC,151,"3,362"
2017,COUNTY,MICHIGAN,26,EAST CENTRAL,60,TUSCOLA,157,290
2017,COUNTY,MICHIGAN,26,NORTHEAST,30,ALCONA,1,6
2017,COUNTY,MICHIGAN,26,NORTHEAST,30,ALPENA,7,31
2017,COUNTY,MICHIGAN,26,NORTHEAST,30,CHEBOYGAN,31, (D)
2017,COUNTY,MICHIGAN,26,NORTHEAST,30,CRAWFORD,39, (D)
2017,COUNTY,MICHIGAN,26,NORTHEAST,30,IOSCO,69,124
2017,COUNTY,MICHIGAN,26,NORTHEAST,30,OGEMAW,129,102
2017,COUNTY,MICHIGAN,26,NORTHEAST,30,OSCODA,135,93
2017,COUNTY,MICHIGAN,26,NORTHEAST,30,OTSEGO,137,62
2017,COUNTY,MICHIGAN,26,NORTHEAST,30,PRESQUE ISLE,141,137
2017,COUNTY,MICHIGAN,26,NORTHEAST,30,ROSCOMMON,143,8
2017,COUNTY,MICHIGAN,26,NORTHWEST,20,ANTRIM,9, (D)
2017,COUNTY,MICHIGAN,26,NORTHWEST,20,BENZIE,19,264
2017,COUNTY,MICHIGAN,26,NORTHWEST,20,CHARLEVOIX,29,19
2017,COUNTY,MICHIGAN,26,NORTHWEST,20,EMMET,47,69
2017,COUNTY,MICHIGAN,26,NORTHWEST,20,GRAND TRAVERSE,55,233
2017,COUNTY,MICHIGAN,26,NORTHWEST,20,KALKASKA,79,45
2017,COUNTY,MICHIGAN,26,NORTHWEST,20,LEELANAU,89,"6,182"
2017,COUNTY,MICHIGAN,26,NORTHWEST,20,MANISTEE,101, (D)
2017,COUNTY,MICHIGAN,26,NORTHWEST,20,MISSAUKEE,113,"1,675"
2017,COUNTY,MICHIGAN,26,NORTHWEST,20,WEXFORD,165, (D)
2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,BARRY,15,418
2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,BRANCH,23,33
2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,CALHOUN,25,424
2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,CLINTON,37,461
2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,EATON,45,181
2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,HILLSDALE,59,423
2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,INGHAM,65,354
2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,IONIA,67,175
2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,JACKSON,75,725
2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,SHIAWASSEE,155,134
2017,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,ST JOSEPH,149,141
2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,GENESEE,49,"1,861"
2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,LAPEER,87,251
2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,LENAWEE,91,549
2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,LIVINGSTON,93,325
2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,MACOMB,99,187
2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,MONROE,115,254
2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,OAKLAND,125,133
2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,ST CLAIR,147,195
2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,WASHTENAW,161,978
2017,COUNTY,MICHIGAN,26,SOUTHEAST,90,WAYNE,163,"2,403"
2017,COUNTY,MICHIGAN,26,SOUTHWEST,70,ALLEGAN,5,214
2017,COUNTY,MICHIGAN,26,SOUTHWEST,70,BERRIEN,21,377
2017,COUNTY,MICHIGAN,26,SOUTHWEST,70,CASS,27, (D)
2017,COUNTY,MICHIGAN,26,SOUTHWEST,70,KALAMAZOO,77,682
2017,COUNTY,MICHIGAN,26,SOUTHWEST,70,KENT,81,"4,067"
2017,COUNTY,MICHIGAN,26,SOUTHWEST,70,OTTAWA,139,206
2017,COUNTY,MICHIGAN,26,SOUTHWEST,70,VAN BUREN,159,116
2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ALGER,3,35
2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,BARAGA,13,39
2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,CHIPPEWA,33,61
2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DELTA,41,62
2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DICKINSON,43,98
2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,GOGEBIC,53,28
2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,HOUGHTON,61,22
2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,IRON,71, (D)
2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,LUCE,95,12
2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MACKINAC,97,13
2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MARQUETTE,103,81
2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MENOMINEE,109,25
2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ONTONAGON,131,21
2017,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,SCHOOLCRAFT,153, (D)
2017,COUNTY,MICHIGAN,26,WEST CENTRAL,40,LAKE,85,33
2017,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MASON,105,746
2017,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MUSKEGON,121,134
2017,COUNTY,MICHIGAN,26,WEST CENTRAL,40,NEWAYGO,123,164
2017,COUNTY,MICHIGAN,26,WEST CENTRAL,40,OCEANA,127,66
2017,COUNTY,MINNESOTA,27,CENTRAL,50,BENTON,9,91
2017,COUNTY,MINNESOTA,27,CENTRAL,50,CARVER,19,287
2017,COUNTY,MINNESOTA,27,CENTRAL,50,KANDIYOHI,67,17
2017,COUNTY,MINNESOTA,27,CENTRAL,50,MCLEOD,85,51
2017,COUNTY,MINNESOTA,27,CENTRAL,50,MEEKER,93,79
2017,COUNTY,MINNESOTA,27,CENTRAL,50,MORRISON,97,"1,286"
2017,COUNTY,MINNESOTA,27,CENTRAL,50,RENVILLE,129,14
2017,COUNTY,MINNESOTA,27,CENTRAL,50,SCOTT,139,472
2017,COUNTY,MINNESOTA,27,CENTRAL,50,SHERBURNE,141,110
2017,COUNTY,MINNESOTA,27,CENTRAL,50,SIBLEY,143,272
2017,COUNTY,MINNESOTA,27,CENTRAL,50,STEARNS,145,495
2017,COUNTY,MINNESOTA,27,CENTRAL,50,TODD,153,613
2017,COUNTY,MINNESOTA,27,CENTRAL,50,WADENA,159,82
2017,COUNTY,MINNESOTA,27,CENTRAL,50,WRIGHT,171,258
2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,AITKIN,1,270
2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ANOKA,3,265
2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CARLTON,17,68
2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CHISAGO,25,436
2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CROW WING,35,16
2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,HENNEPIN,53,133
2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ISANTI,59,77
2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,KANABEC,65,153
2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,MILLE LACS,95,986
2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,PINE,115,364
2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,RAMSEY,123,37
2017,COUNTY,MINNESOTA,27,EAST CENTRAL,60,WASHINGTON,163,182
2017,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,BELTRAMI,7,206
2017,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,CASS,21,172
2017,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,HUBBARD,57,14
2017,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,ITASCA,61, (D)
2017,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,KOOCHICHING,71,20
2017,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,LAKE OF THE WOODS,77,6
2017,COUNTY,MINNESOTA,27,NORTHEAST,30,COOK,31, (D)
2017,COUNTY,MINNESOTA,27,NORTHEAST,30,LAKE,75,19
2017,COUNTY,MINNESOTA,27,NORTHEAST,30,ST. LOUIS,137,194
2017,COUNTY,MINNESOTA,27,NORTHWEST,10,BECKER,5, (D)
2017,COUNTY,MINNESOTA,27,NORTHWEST,10,CLAY,27, (D)
2017,COUNTY,MINNESOTA,27,NORTHWEST,10,CLEARWATER,29, (D)
2017,COUNTY,MINNESOTA,27,NORTHWEST,10,KITTSON,69, (D)
2017,COUNTY,MINNESOTA,27,NORTHWEST,10,MAHNOMEN,87, (D)
2017,COUNTY,MINNESOTA,27,NORTHWEST,10,MARSHALL,89, (D)
2017,COUNTY,MINNESOTA,27,NORTHWEST,10,NORMAN,107, (D)
2017,COUNTY,MINNESOTA,27,NORTHWEST,10,PENNINGTON,113, (D)
2017,COUNTY,MINNESOTA,27,NORTHWEST,10,POLK,119, (D)
2017,COUNTY,MINNESOTA,27,NORTHWEST,10,RED LAKE,125, (D)
2017,COUNTY,MINNESOTA,27,NORTHWEST,10,ROSEAU,135, (D)
2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,BLUE EARTH,13, (D)
2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,BROWN,15, (D)
2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,FARIBAULT,43, (D)
2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,FREEBORN,47,39
2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,LE SUEUR,79,85
2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,MARTIN,91,116
2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,NICOLLET,103,9
2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,RICE,131,477
2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,STEELE,147,14
2017,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,WASECA,161, (D)
2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,DAKOTA,37,"1,968"
2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,DODGE,39, (D)
2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,FILLMORE,45,376
2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,GOODHUE,49,170
2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,HOUSTON,55,50
2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,MOWER,99,78
2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,OLMSTED,109,202
2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,WABASHA,157,143
2017,COUNTY,MINNESOTA,27,SOUTHEAST,90,WINONA,169,140
2017,COUNTY,MINNESOTA,27,SOUTHWEST,70,COTTONWOOD,33,17
2017,COUNTY,MINNESOTA,27,SOUTHWEST,70,JACKSON,63, (D)
2017,COUNTY,MINNESOTA,27,SOUTHWEST,70,LINCOLN,81,11
2017,COUNTY,MINNESOTA,27,SOUTHWEST,70,MURRAY,101, (D)
2017,COUNTY,MINNESOTA,27,SOUTHWEST,70,NOBLES,105,23
2017,COUNTY,MINNESOTA,27,SOUTHWEST,70,PIPESTONE,117,5
2017,COUNTY,MINNESOTA,27,SOUTHWEST,70,REDWOOD,127,42
2017,COUNTY,MINNESOTA,27,SOUTHWEST,70,ROCK,133,44
2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,BIG STONE,11, (D)
2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,CHIPPEWA,23,21
2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,DOUGLAS,41,114
2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,GRANT,51, (D)
2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,LAC QUI PARLE,73,16
2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,OTTER TAIL,111,"5,217"
2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,POPE,121,"7,126"
2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,STEVENS,149, (D)
2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,SWIFT,151,22
2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,TRAVERSE,155, (D)
2017,COUNTY,MINNESOTA,27,WEST CENTRAL,40,YELLOW MEDICINE,173,15
2017,COUNTY,MISSISSIPPI,28,CENTRAL,50,ATTALA,7,24
2017,COUNTY,MISSISSIPPI,28,CENTRAL,50,CARROLL,15,38
2017,COUNTY,MISSISSIPPI,28,CENTRAL,50,CHOCTAW,19,13
2017,COUNTY,MISSISSIPPI,28,CENTRAL,50,HOLMES,51,12
2017,COUNTY,MISSISSIPPI,28,CENTRAL,50,LEAKE,79,27
2017,COUNTY,MISSISSIPPI,28,CENTRAL,50,MADISON,89,219
2017,COUNTY,MISSISSIPPI,28,CENTRAL,50,RANKIN,121,108
2017,COUNTY,MISSISSIPPI,28,CENTRAL,50,SCOTT,123,201
2017,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,CHICKASAW,17, (D)
2017,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,CLAY,25,62
2017,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,KEMPER,69,5
2017,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,LOWNDES,87,251
2017,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,MONROE,95,114
2017,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,NESHOBA,99,892
2017,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,NOXUBEE,103, (D)
2017,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,OKTIBBEHA,105,72
2017,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,WINSTON,159, (D)
2017,COUNTY,MISSISSIPPI,28,LOWER DELTA,40,LEFLORE,83,31
2017,COUNTY,MISSISSIPPI,28,LOWER DELTA,40,SUNFLOWER,133,7
2017,COUNTY,MISSISSIPPI,28,LOWER DELTA,40,YAZOO,163,"4,532"
2017,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,BENTON,9,19
2017,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,CALHOUN,13,15
2017,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,DE SOTO,33,260
2017,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,GRENADA,43, (D)
2017,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,LAFAYETTE,71,98
2017,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,MARSHALL,93,86
2017,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,PANOLA,107, (D)
2017,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,TATE,137,21
2017,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,YALOBUSHA,161,22
2017,COUNTY,MISSISSIPPI,28,NORTHEAST,30,ALCORN,3,100
2017,COUNTY,MISSISSIPPI,28,NORTHEAST,30,ITAWAMBA,57,17
2017,COUNTY,MISSISSIPPI,28,NORTHEAST,30,LEE,81,630
2017,COUNTY,MISSISSIPPI,28,NORTHEAST,30,PONTOTOC,115,96
2017,COUNTY,MISSISSIPPI,28,NORTHEAST,30,PRENTISS,117,35
2017,COUNTY,MISSISSIPPI,28,NORTHEAST,30,TIPPAH,139,172
2017,COUNTY,MISSISSIPPI,28,NORTHEAST,30,TISHOMINGO,141,233
2017,COUNTY,MISSISSIPPI,28,NORTHEAST,30,UNION,145,402
2017,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,COVINGTON,31,26
2017,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,JEFFERSON DAVIS,65,3
2017,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,LAMAR,73,904
2017,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,LAWRENCE,77,10
2017,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,MARION,91,35
2017,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,PIKE,113,45
2017,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,SIMPSON,127,21
2017,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,SMITH,129, (D)
2017,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,WALTHALL,147,193
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,CLARKE,23,25
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,FORREST,35,479
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,GEORGE,39,72
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,GREENE,41,377
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,HANCOCK,45,55
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,HARRISON,47,91
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,JACKSON,59,510
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,JASPER,61,162
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,JONES,67,"1,161"
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,LAUDERDALE,75,24
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,NEWTON,101,77
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,PEARL RIVER,109,130
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,PERRY,111, (D)
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,STONE,131, (D)
2017,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,WAYNE,153,16
2017,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,AMITE,5, (D)
2017,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,CLAIBORNE,21,14
2017,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,COPIAH,29,254
2017,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,FRANKLIN,37,36
2017,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,HINDS,49,172
2017,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,LINCOLN,85,190
2017,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,WILKINSON,157, (D)
2017,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,BOLIVAR,11, (D)
2017,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,QUITMAN,119, (D)
2017,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,TALLAHATCHIE,135,10
2017,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,TUNICA,143, (D)
2017,COUNTY,MISSOURI,29,CENTRAL,50,BENTON,15,70
2017,COUNTY,MISSOURI,29,CENTRAL,50,BOONE,19,556
2017,COUNTY,MISSOURI,29,CENTRAL,50,CALLAWAY,27,220
2017,COUNTY,MISSOURI,29,CENTRAL,50,CAMDEN,29,88
2017,COUNTY,MISSOURI,29,CENTRAL,50,COLE,51,49
2017,COUNTY,MISSOURI,29,CENTRAL,50,COOPER,53,108
2017,COUNTY,MISSOURI,29,CENTRAL,50,DALLAS,59,161
2017,COUNTY,MISSOURI,29,CENTRAL,50,HICKORY,85,43
2017,COUNTY,MISSOURI,29,CENTRAL,50,HOWARD,89,43
2017,COUNTY,MISSOURI,29,CENTRAL,50,LACLEDE,105,105
2017,COUNTY,MISSOURI,29,CENTRAL,50,MARIES,125,42
2017,COUNTY,MISSOURI,29,CENTRAL,50,MILLER,131,108
2017,COUNTY,MISSOURI,29,CENTRAL,50,MONITEAU,135,72
2017,COUNTY,MISSOURI,29,CENTRAL,50,MORGAN,141,91
2017,COUNTY,MISSOURI,29,CENTRAL,50,OSAGE,151,42
2017,COUNTY,MISSOURI,29,CENTRAL,50,PETTIS,159,122
2017,COUNTY,MISSOURI,29,CENTRAL,50,PHELPS,161,38
2017,COUNTY,MISSOURI,29,CENTRAL,50,POLK,167,261
2017,COUNTY,MISSOURI,29,CENTRAL,50,PULASKI,169,43
2017,COUNTY,MISSOURI,29,CENTRAL,50,SALINE,195,21
2017,COUNTY,MISSOURI,29,EAST,60,CRAWFORD,55,101
2017,COUNTY,MISSOURI,29,EAST,60,FRANKLIN,71,375
2017,COUNTY,MISSOURI,29,EAST,60,GASCONADE,73,102
2017,COUNTY,MISSOURI,29,EAST,60,JEFFERSON,99,177
2017,COUNTY,MISSOURI,29,EAST,60,LINCOLN,113,389
2017,COUNTY,MISSOURI,29,EAST,60,MONTGOMERY,139,66
2017,COUNTY,MISSOURI,29,EAST,60,PERRY,157,117
2017,COUNTY,MISSOURI,29,EAST,60,ST CHARLES,183,175
2017,COUNTY,MISSOURI,29,EAST,60,ST FRANCOIS,187,139
2017,COUNTY,MISSOURI,29,EAST,60,ST LOUIS,189,138
2017,COUNTY,MISSOURI,29,EAST,60,STE GENEVIEVE,186,119
2017,COUNTY,MISSOURI,29,EAST,60,WARREN,219,55
2017,COUNTY,MISSOURI,29,EAST,60,WASHINGTON,221,184
2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,ADAIR,1,51
2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,CARROLL,33,48
2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,CHARITON,41,18
2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,GRUNDY,79,149
2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LINN,115,54
2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LIVINGSTON,117,73
2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MACON,121,51
2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MERCER,129, (D)
2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,PUTNAM,171,62
2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,RANDOLPH,175,66
2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,SCHUYLER,197,44
2017,COUNTY,MISSOURI,29,NORTH CENTRAL,20,SULLIVAN,211,40
